Gid	Name	CPM-N1	CPM-N2	CPM-N3	CPM-P1	CPM-P2	CPM-P3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Tag
ENSG00000120949.15	TNFRSF8	2.9469	0.7599	2.5068	1.2005	3.2068	4.8336	243.8826	0.8115	0.4261	1.9044	0.0569	0.2192	NC
ENSG00000028137.19	TNFRSF1B	450.5086	115.7022	515.8593	220.5614	389.2951	444.959	34648.2288	0.3494	0.4173	0.8374	0.4024	0.6494	NC
ENSG00000048707.15	VPS13D	184.1247	69.8387	158.7027	73.6785	120.5025	167.9181	12635.8673	0.1172	0.282	0.4158	0.6776	0.8395	NC
ENSG00000162496.9	DHRS3	15.2496	16.2292	18.5279	1.7607	8.3601	5.0975	1075.6373	-1.6198	0.4772	-3.3942	7e-4	0.0124	NC
ENSG00000116731.22	PRDM2	205.1776	96.1842	210.3471	93.1016	134.7021	188.8865	15320.4245	0.0176	0.2669	0.066	0.9474	0.9782	NC
ENSG00000189337.17	KAZN	4.3118	0.3856	1.3005	1.9577	0.5444	0.2383	156.3578	-0.1359	1.001	-0.1357	0.892	0.9553	NC
ENSG00000228140.2	AL031283.1	6.4451	1.6558	5.221	0.4063	0.7159	1.4297	233.4149	-2.1181	0.429	-4.9376	0	1e-4	Down
ENSG00000142634.13	EFHD2	560.9165	190.3949	524.4164	175.6267	314.0463	367.6718	34188.5405	-0.2359	0.3161	-0.7462	0.4556	0.6896	NC
ENSG00000132906.18	CASP9	15.4575	5.8634	11.931	8.9574	12.3053	14.0499	1167.2752	0.4621	0.3332	1.3869	0.1655	0.4026	NC
ENSG00000116138.13	DNAJC16	18.106	15.0383	17.4535	8.902	18.3983	23.0109	1702.1506	0.149	0.2978	0.5003	0.6169	0.802	NC
ENSG00000116771.6	AGMAT	2.3322	6.9408	2.4314	0.7572	3.8407	1.7701	333.1432	-0.9767	0.7385	-1.3226	0.186	0.429	NC
ENSG00000197312.12	DDI2	55.5656	30.8819	55.659	35.0416	52.7189	76.4022	5159.6293	0.4789	0.239	2.0036	0.0451	0.1925	NC
ENSG00000116786.13	PLEKHM2	94.0013	46.9863	80.2561	71.4561	95.0715	120.1858	8795.3183	0.7049	0.2892	2.4377	0.0148	0.0982	NC
ENSG00000237938.5	AL450998.3	2.2599	2.1208	4.354	1.9885	2.5207	3.4976	286.4272	0.1718	0.3918	0.4383	0.6611	0.8297	NC
ENSG00000162461.8	SLC25A34	3.1457	1.8259	1.9979	1.459	2.64	3.9656	251.546	0.392	0.3294	1.1901	0.234	0.4866	NC
ENSG00000233954.6	UQCRHL	3.1457	1.3156	1.9037	2.6595	2.4536	5.3698	292.035	1.0293	0.4112	2.503	0.0123	0.0869	NC
ENSG00000179743.4	AL450998.2	4.2485	2.858	4.3917	2.1855	3.3038	6.0165	381.9216	0.1982	0.2921	0.6786	0.4974	0.7206	NC
ENSG00000065526.11	SPEN	285.3215	88.7444	246.9317	135.0875	197.2056	294.2991	20435.7595	0.3571	0.34	1.0504	0.2936	0.5491	NC
ENSG00000116809.11	ZBTB17	36.6008	16.1725	34.5112	17.5393	32.9409	39.0521	2921.1396	0.3259	0.2505	1.3008	0.1933	0.4392	NC
ENSG00000142632.17	ARHGEF19	8.5332	4.4344	7.9163	3.546	5.1459	6.3229	598.1232	-0.1626	0.2769	-0.5872	0.5571	0.761	NC
ENSG00000237276.8	ANO7L1	0.5514	1.1795	0.8859	2.5918	0.6936	0.6212	148.1548	1.1639	0.8809	1.3212	0.1864	0.4295	NC
ENSG00000288398.1	AL109627.1	3.5163	2.7672	4.222	1.3667	2.3343	2.8934	284.9279	-0.4412	0.2924	-1.509	0.1313	0.353	NC
ENSG00000132881.12	CPLANE2	2.1604	2.3703	3.2042	0.9111	1.8943	1.9318	210.4609	-0.5213	0.3751	-1.39	0.1645	0.4011	NC
ENSG00000037637.11	FBXO42	48.3249	18.9397	45.1417	21.8795	32.2623	47.0685	3506.8609	0.1693	0.2913	0.5811	0.5611	0.764	NC
ENSG00000055070.17	SZRD1	137.915	56.4108	111.0919	74.2326	113.358	132.4997	10541.5777	0.407	0.2907	1.3997	0.1616	0.3971	NC
ENSG00000157191.20	NECAP2	66.5485	51.5568	72.5283	29.1808	80.9092	81.1678	6348.194	0.1659	0.304	0.5458	0.5852	0.7805	NC
ENSG00000226029.1	LINC01772	6.2282	5.0581	7.6336	2.3517	5.0265	5.4464	527.3689	-0.358	0.2905	-1.2323	0.2178	0.4679	NC
ENSG00000080947.15	CROCCP3	14.860900000000001	11.7834	17.9247	4.0262	11.0822	11.8969	1167.7681	-0.5647	0.3069	-1.84	0.0658	0.2381	NC
ENSG00000206652.1	RNU1-1	1.2746	70.4511	271.9622	1.0466	1.1261	1.5743	5264.1057	-6.154	1.463	-4.2066	0	0.0011	Down
ENSG00000219481.10	NBPF1	56.822	22.7617	44.1616	19.2138	37.6841	61.0162	3880.2331	0.156	0.2911	0.536	0.5919	0.7855	NC
ENSG00000215908.10	CROCCP2	23.8371	41.3951	23.9373	18.2903	27.1537	47.1365	3226.7772	0.0776	0.5146	0.1508	0.8801	0.9499	NC
ENSG00000186301.8	MST1P2	2.748	3.4364	1.8471	1.1759	2.8936	3.8465	275.0205	-0.017	0.5002	-0.0341	0.9728	0.9891	NC
ENSG00000207513.1	RNU1-3	1.1209	70.2923	271.2837	0.8434	0.7831	1.4126	5235.2146	-6.4669	1.486	-4.3519	0	6e-4	Down
ENSG00000236698.1	EIF1AXP1	1.9164	2.1888	2.2995	1.102	1.6705	2.2041	197.1502	-0.186	0.3932	-0.473	0.6362	0.8142	NC
ENSG00000058453.17	CROCC	49.1204	44.2531	63.5188	14.7443	39.5932	40.9413	4154.2584	-0.5681	0.3231	-1.7585	0.0787	0.2634	NC
ENSG00000207389.1	RNU1-4	1.1209	70.2016	271.2837	0.8434	0.7831	1.4467	5233.5805	-6.4554	1.4858	-4.3446	0	7e-4	Down
ENSG00000186715.11	MST1L	2.3051	1.2702	1.8283	1.0343	2.7295	2.4934	194.4875	0.4284	0.3267	1.3113	0.1898	0.4346	NC
ENSG00000238142.2	BX284668.5	1.9164	1.0774	1.7152	0.5664	2.1329	3.6337	173.444	0.4999	0.4414	1.1326	0.2574	0.5112	NC
ENSG00000207005.1	RNU1-2	1.2203	70.2356	271.6041	0.7572	0.8353	1.4382	5237.8679	-6.5062	1.466	-4.438	0	5e-4	Down
ENSG00000159363.18	ATP13A2	40.8764	26.6857	45.0851	18.709	36.1925	45.792	3535.8989	0.0611	0.2269	0.2692	0.7878	0.902	NC
ENSG00000117118.9	SDHB	35.2087	16.921	32.0798	28.4728	36.9457	60.6163	3585.7742	0.878	0.2796	3.1397	0.0017	0.0233	NC
ENSG00000117115.13	PADI2	34.0336	14.6981	20.3373	21.9903	53.6288	114.3395	4142.194	1.5699	0.4074	3.8536	1e-4	0.0034	Up
ENSG00000159339.13	PADI4	125.7841	12.2257	61.5397	47.9944	55.0756	221.5732	8064.5568	0.9791	0.6633	1.4762	0.1399	0.366	NC
ENSG00000179051.14	RCC2	66.2864	34.409	76.4676	44.51	79.8652	108.5613	6831.6933	0.6604	0.243	2.718	0.0066	0.058	NC
ENSG00000074964.17	ARHGEF10L	17.3919	1.2929	21.5436	10.4226	36.9234	35.1971	1952.1647	1.3983	0.7031	1.9889	0.0467	0.1964	NC
ENSG00000159423.17	ALDH4A1	3.5163	1.429	3.5246	5.8916	7.6218	10.8161	582.0349	1.8762	0.3244	5.783	0	0	Up
ENSG00000169991.11	IFFO2	177.6706	68.5004	147.5257	54.7048	160.3418	128.934	11935.6717	0.0808	0.341	0.2371	0.8126	0.9161	NC
ENSG00000127481.15	UBR4	317.8093	99.4504	277.3151	164.6069	255.7117	367.2633	24380.6083	0.5185	0.3337	1.5537	0.1202	0.3364	NC
ENSG00000127463.15	EMC1	32.5782	26.4022	51.192	19.6817	32.5904	53.0509	3566.7481	0.1407	0.3085	0.456	0.6484	0.822	NC
ENSG00000053372.5	MRTO4	4.6734	6.9635	8.5571	4.5864	10.6571	13.5904	835.5915	0.6032	0.4239	1.4228	0.1548	0.3874	NC
ENSG00000053371.12	AKR7A2	12.8993	9.8214	16.8504	6.5688	14.5501	21.4706	1347.8826	0.2648	0.2899	0.9136	0.3609	0.613	NC
ENSG00000040487.13	SLC66A1	11.5795	6.9294	13.9289	6.1748	10.5527	13.718	1045.0486	0.1747	0.2468	0.708	0.479	0.7072	NC
ENSG00000077549.18	CAPZB	203.1438	130.9334	227.0467	157.3425	204.4694	281.7895	20746.6278	0.4977	0.2831	1.7579	0.0788	0.2636	NC
ENSG00000173436.15	MICOS10	8.2982	5.784	7.2754	3.269	8.4869	9.1737	702.4413	0.1331	0.3001	0.4435	0.6574	0.8275	NC
ENSG00000158747.14	NBL1	2.7118	2.1548	2.2995	0.3817	2.0882	1.0467	175.681	-0.903	0.5221	-1.7295	0.0837	0.2735	NC
ENSG00000226396.1	AL031727.1	6.653	2.6878	2.9403	2.6657	4.5865	5.4378	419.5787	0.322	0.3886	0.8287	0.4073	0.6535	NC
ENSG00000162542.13	TMCO4	14.1287	10.8648	19.0368	8.6127	15.8477	18.007	1458.192	0.1914	0.2775	0.6896	0.4904	0.7153	NC
ENSG00000169914.6	OTUD3	36.9081	19.0871	29.9123	9.3145	22.0377	27.436	2333.7893	-0.3472	0.2584	-1.3433	0.1792	0.4207	NC
ENSG00000162543.6	UBXN10	1.8621	1.3836	2.4126	1.3852	1.1858	1.0978	165.8814	-0.1582	0.502	-0.3152	0.7526	0.8828	NC
ENSG00000162545.6	CAMK2N1	2.4135	2.7899	7.2566	0.0862	0.522	0.451	207.6155	-3.4316	0.5782	-5.9346	0	0	Down
ENSG00000090432.7	MUL1	25.2291	8.3811	20.3939	10.6011	18.3013	24.1937	1748.2942	0.2923	0.3122	0.9363	0.3491	0.6023	NC
ENSG00000158825.6	CDA	34.3771	3.9013	19.131	18.0379	18.719	39.443600000000004	2190.4959	0.8399	0.5798	1.4486	0.1474	0.3777	NC
ENSG00000158828.8	PINK1	17.3558	17.3519	11.064	55.302	30.0548	14.535	3226.5159	1.6811	0.7466	2.2516	0.0243	0.1326	NC
ENSG00000117242.7	PINK1-AS	3.9322	3.2322	5.3152	1.0897	2.9906	4.6294	340.1892	-0.4125	0.3598	-1.1466	0.2515	0.5052	NC
ENSG00000244038.9	DDOST	127.8541	66.3003	127.2638	80.4812	145.4487	208.4934	12582.4903	0.6778	0.2235	3.0323	0.0024	0.0302	NC
ENSG00000127483.18	HP1BP3	194.8546	134.2677	206.1251	103.321	146.3213	216.6289	16887.7334	0.0503	0.2643	0.1903	0.849	0.9346	NC
ENSG00000075151.20	EIF4G3	92.4375	27.8992	85.986	64.0562	69.9165	128.866	7865.1823	0.7274	0.3902	1.8641	0.0623	0.231	NC
ENSG00000117298.16	ECE1	271.6177	60.9132	149.7686	115.5351	127.9602	204.664	15385.9571	0.3089	0.4454	0.6935	0.488	0.7131	NC
ENSG00000231105.2	AL031728.1	3.8598	1.7579	2.8461	0.7018	1.678	1.5488	198.4222	-0.8492	0.3254	-2.6098	0.0091	0.0712	NC
ENSG00000142794.18	NBPF3	21.8122	9.141	17.4158	3.6876	8.8747	11.0544	1131.4676	-0.8061	0.283	-2.8483	0.0044	0.0445	NC
ENSG00000162551.14	ALPL	177.4446	14.8342	37.9605	16.5481	6.5479	0.9872	3784.5318	-2.2681	1.0468	-2.1666	0.0303	0.1522	NC
ENSG00000076864.19	RAP1GAP	2.3864	11.205	0.867	92.9723	15.1765	0.1617	3519.6051	3.4298	2.0278	1.6914	0.0908	0.2875	NC
ENSG00000090686.16	USP48	117.0429	55.6509	113.6364	65.3737	92.2227	154.1149	9929.7963	0.4019	0.2677	1.501	0.1334	0.3563	NC
ENSG00000142798.20	HSPG2	3.2542	4.6158	3.4869	0.8434	3.8035	4.0677	337.7348	-0.4204	0.5247	-0.8013	0.4229	0.665	NC
ENSG00000218510.8	LINC00339	3.8779	2.7786	3.6377	0.9973	2.2597	3.7103	279.8461	-0.444	0.3272	-1.3569	0.1748	0.4148	NC
ENSG00000070831.17	CDC42	508.5329	209.4254	398.1139	269.9349	338.8881	530.6881	37843.7341	0.357	0.3061	1.166	0.2436	0.4966	NC
ENSG00000230068.2	CDC42-IT1	0.7955	1.6898	3.8828	0.2463	0.6861	0.6468	127.7227	-1.8335	0.6053	-3.0292	0.0025	0.0305	NC
ENSG00000184677.18	ZBTB40	148.5364	71.6306	111.4312	38.0151	84.6232	107.9571	9072.3766	-0.3106	0.2604	-1.1925	0.2331	0.4853	NC
ENSG00000173372.17	C1QA	2.2599	0.6351	2.8649	18.9737	13.5209	11.1821	1060.2265	3.5882	0.6072	5.909	0	0	Up
ENSG00000159189.12	C1QC	0.3254	0.068	0.377	14.4734	5.3994	3.8976	613.9373	5.8073	0.8129	7.1437	0	0	Up
ENSG00000173369.16	C1QB	0.8678	0.1588	1.0932	22.4151	9.9039	6.3739	993.8764	5.0435	0.7931	6.3592	0	0	Up
ENSG00000133216.16	EPHB2	2.2689	0.1588	4.6555	22.7475	1.9465	27.7679	1213.8352	3.5749	1.0106	3.5373	4e-4	0.0086	Up
ENSG00000004487.16	KDM1A	43.064	30.5076	46.4611	26.6567	42.457	70.1134	4346.159	0.4126	0.2624	1.5725	0.1158	0.3299	NC
ENSG00000169641.13	LUZP1	37.9657	17.0911	34.4924	26.1088	31.2629	39.2053	3206.2614	0.4875	0.3268	1.4917	0.1358	0.3598	NC
ENSG00000125944.20	HNRNPR	105.3187	75.3165	111.3558	65.0227	122.6503	156.8637	10737.6171	0.4455	0.2414	1.8457	0.0649	0.2365	NC
ENSG00000125945.15	ZNF436	8.7412	3.7879	5.2964	3.0289	6.2571	7.4802	569.1084	0.1527	0.3108	0.4913	0.6232	0.8057	NC
ENSG00000204219.11	TCEA3	5.8124	13.031	3.977	0.8496	5.8096	1.8807	575.593	-1.506	0.7717	-1.9516	0.051	0.2064	NC
ENSG00000088280.19	ASAP3	1.0395	1.1001	1.1309	1.102	1.0515	1.1318	121.1098	0.3398	0.4985	0.6816	0.4955	0.7189	NC
ENSG00000007968.7	E2F2	6.9513	10.0142	8.331	40.1267	30.6812	27.436	2583.3864	2.3311	0.5867	3.973	1e-4	0.0023	Up
ENSG00000117318.9	ID3	2.5943	5.0241	1.7717	0.3324	1.3648	1.3956	223.7273	-1.724	0.6518	-2.6449	0.0082	0.0665	NC
ENSG00000197880.8	MDS2	2.8565	4.6952	1.2628	0.2586	2.4014	1.3105	226.9821	-1.2855	0.7692	-1.6712	0.0947	0.2948	NC
ENSG00000142676.14	RPL11	711.523	815.4842	677.3139	315.4299	621.1867	875.298	68725.8573	-0.2014	0.3931	-0.5123	0.6084	0.7961	NC
ENSG00000011007.12	ELOA	40.9216	15.5941	41.9186	18.5304	28.3171	52.9829	3195.9653	0.2937	0.3244	0.9054	0.3652	0.6168	NC
ENSG00000057757.10	PITHD1	44.8628	35.8153	39.9961	28.2328	37.6095	35.7843	3926.8068	0.0567	0.3784	0.1497	0.881	0.95	NC
ENSG00000011009.11	LYPLA2	59.8322	29.9519	50.8716	27.3893	46.2978	53.6551	4481.7933	0.1469	0.2484	0.5913	0.5543	0.7589	NC
ENSG00000117308.15	GALE	5.7401	2.9714	6.1257	3.0843	6.3764	9.3269	550.2883	0.5588	0.2622	2.1314	0.0331	0.1599	NC
ENSG00000117305.15	HMGCL	9.0395	7.1903	8.9906	8.4587	13.1182	20.0409	1152.0989	0.915	0.2928	3.1248	0.0018	0.0242	NC
ENSG00000179163.11	FUCA1	17.5456	4.4004	19.6399	13.2176	14.7887	37.9373	1751.056	0.9944	0.4705	2.1135	0.0346	0.1642	NC
ENSG00000188822.8	CNR2	11.5886	4.7066	11.1205	3.7061	5.3025	13.0628	781.5331	-0.0937	0.3664	-0.2559	0.798	0.9087	NC
ENSG00000189266.13	PNRC2	124.7897	78.061	107.9631	60.1777	96.0187	134.0145	10105.5102	0.1347	0.2506	0.5375	0.5909	0.7847	NC
ENSG00000188529.15	SRSF10	284.7972	150.0545	233.5117	80.4258	187.5179	215.8035	18728.3378	-0.2524	0.2494	-1.0118	0.3116	0.5662	NC
ENSG00000185436.12	IFNLR1	7.8553	3.1415	7.8409	1.9023	6.5628	8.4589	558.1933	0.0294	0.3772	0.0779	0.9379	0.9738	NC
ENSG00000001460.18	STPG1	1.8712	1.9734	1.5833	0.7264	2.2597	2.0424	178.1363	-0.0301	0.4456	-0.0674	0.9462	0.9777	NC
ENSG00000001461.17	NIPAL3	44.0312	40.3858	42.9553	9.5423	33.5748	29.3167	3311.4349	-0.714	0.3912	-1.825	0.068	0.2426	NC
ENSG00000117602.12	RCAN3	62.987	121.2707	69.4372	16.9175	62.1903	38.6266	6596.3702	-1.1042	0.5762	-1.9162	0.0553	0.2159	NC
ENSG00000133226.17	SRRM1	118.4712	100.9588	156.931	59.5683	94.281	120.339	10962.1804	-0.2213	0.2925	-0.7567	0.4492	0.6848	NC
ENSG00000169504.15	CLIC4	25.6811	4.8653	31.2505	33.441	32.8365	69.6538	3382.168	1.5676	0.5323	2.945	0.0032	0.0366	NC
ENSG00000020633.18	RUNX3	391.6798	269.3066	543.5852	46.283	172.14	133.3592	24480.1685	-1.5837	0.3744	-4.2302	0	0.001	Down
ENSG00000117614.10	SYF2	60.3655	45.1831	69.5879	38.9693	42.4496	70.8878	5611.3319	0.0804	0.3298	0.2438	0.8074	0.9133	NC
ENSG00000117616.18	RSRP1	411.1779	184.3615	336.4046	100.0397	232.4136	291.7547	24871.9087	-0.3531	0.2604	-1.3562	0.175	0.4151	NC
ENSG00000261349.1	AL031432.2	18.2055	6.2943	14.419	3.5091	8.7778	10.0587	960.0213	-0.5396	0.322	-1.6758	0.0938	0.2931	NC
ENSG00000187010.21	RHD	4.8994	4.7406	5.2587	7.603	7.4205	5.557	681.0119	0.8699	0.5124	1.6978	0.0895	0.2854	NC
ENSG00000259984.1	AL928711.1	3.8237	1.8713	3.1288	1.2066	2.6773	2.3998	248.3304	-0.2162	0.3083	-0.7014	0.4831	0.7103	NC
ENSG00000183726.11	TMEM50A	135.7908	46.3739	119.1024	82.562	97.7041	134.3889	10414.4886	0.4624	0.3574	1.294	0.1957	0.4421	NC
ENSG00000188672.18	RHCE	0.461	0.7599	0.4524	2.795	1.9838	0.9701	164.5292	2.2119	0.7489	2.9537	0.0031	0.036	NC
ENSG00000204178.11	MACO1	18.9648	16.1384	22.0902	21.5224	18.54	22.1854	2192.884	0.5106	0.4426	1.1536	0.2487	0.5021	NC
ENSG00000157978.11	LDLRAP1	63.4028	95.5037	65.9691	29.1931	65.688	57.4506	6661.9212	-0.4728	0.4751	-0.9951	0.3197	0.5753	NC
ENSG00000117643.14	MAN1C1	16.7049	30.9953	20.8085	5.2452	17.6823	11.4884	1814.5234	-0.9602	0.5473	-1.7546	0.0793	0.2647	NC
ENSG00000162430.17	SELENON	37.3962	18.3386	37.8097	26.9584	44.6049	59.2206	3784.594	0.7694	0.2392	3.216	0.0013	0.0196	NC
ENSG00000117640.18	MTFR1L	28.7816	13.9609	22.6934	13.7962	21.717	36.2864	2269.4797	0.3709	0.2669	1.3899	0.1646	0.4011	NC
ENSG00000182749.5	PAQR7	7.0598	2.6652	6.9739	2.8688	5.392	12.6628	591.477	0.5124	0.3925	1.3055	0.1917	0.4373	NC
ENSG00000117632.23	STMN1	11.1818	11.8175	12.1949	5.7623	28.7347	21.3174	1522.4846	0.721	0.4745	1.5194	0.1287	0.3495	NC
ENSG00000158006.14	PAFAH2	26.7026	11.2391	25.8976	5.8731	14.6247	16.6965	1594.3089	-0.5309	0.2862	-1.8551	0.0636	0.2338	NC
ENSG00000175087.10	PDIK1L	6.7615	4.1622	7.3131	1.9085	4.5567	7.1824	510.1384	-0.2648	0.2987	-0.8863	0.3754	0.6255	NC
ENSG00000142675.18	CNKSR1	2.287	2.1662	1.7529	0.5418	2.2821	5.0124	223.3944	0.2506	0.5643	0.4441	0.6569	0.8273	NC
ENSG00000130695.15	CEP85	25.9613	10.2637	20.4127	11.9063	21.2099	39.7329	2094.5988	0.5828	0.3137	1.8574	0.0633	0.2331	NC
ENSG00000142669.15	SH3BGRL3	225.7515	89.7197	224.521	169.2611	218.0351	331.4876	21319.5352	0.7594	0.3137	2.4203	0.0155	0.101	NC
ENSG00000158062.20	UBXN11	136.6766	26.5496	122.0993	80.315	143.8527	286.6487	12705.8539	1.1345	0.4727	2.4002	0.0164	0.1045	NC
ENSG00000169442.9	CD52	195.2071	101.9001	133.3706	45.6489	277.5107	127.2661	14412.6013	0.2404	0.5163	0.4657	0.6415	0.8181	NC
ENSG00000176092.15	CRYBG2	3.6067	3.4137	3.977	0.4186	1.6258	1.0552	231.5368	-1.6923	0.445	-3.8033	1e-4	0.0039	Down
ENSG00000176083.17	ZNF683	12.0134	15.3559	14.8525	0.314	11.6938	0.6978	918.4814	-1.6942	0.9999	-1.6944	0.0902	0.2866	NC
ENSG00000117682.17	DHDDS	17.6631	8.9255	18.5279	8.5942	15.9671	25.5043	1552.0915	0.3754	0.2564	1.464	0.1432	0.3713	NC
ENSG00000225891.2	AL513365.2	1.1119	0.7599	1.1686	0.5664	1.0814	1.7275	105.9576	0.329	0.3277	1.0039	0.3154	0.5701	NC
ENSG00000198830.11	HMGN2	216.8476	142.9323	203.6559	132.0217	226.1193	306.6215	20775.7657	0.4595	0.2391	1.9216	0.0547	0.2148	NC
ENSG00000117676.14	RPS6KA1	194.9269	69.8954	144.6796	86.853	143.1666	173.441	13468.2565	0.3076	0.302	1.0184	0.3085	0.5634	NC
ENSG00000117713.20	ARID1A	265.8415	121.9852	288.1152	120.257	192.5594	288.0869	20852.1696	0.1158	0.2645	0.4378	0.6616	0.8297	NC
ENSG00000060642.10	PIGV	8.4881	4.2529	10.3854	4.7834	7.3608	9.7013	746.6477	0.2324	0.2864	0.8114	0.4171	0.6613	NC
ENSG00000204160.12	ZDHHC18	502.0606	59.144	149.9006	50.814	68.246	50.1661	13243.3063	-1.5184	0.6364	-2.3861	0.017	0.107	NC
ENSG00000142751.15	GPN2	36.881	18.2139	31.8159	13.2914	27.1015	36.6863	2671.3338	0.0527	0.2357	0.2235	0.8232	0.921	NC
ENSG00000198746.13	GPATCH3	11.7151	7.3264	15.9834	7.1721	11.03	15.0115	1139.5126	0.2085	0.2805	0.7435	0.4572	0.6904	NC
ENSG00000090273.14	NUDC	30.6076	28.9426	35.3594	23.3016	33.642	49.5023	3478.9327	0.3627	0.3256	1.114	0.2653	0.5204	NC
ENSG00000090020.11	SLC9A1	34.594	15.923	33.1165	18.0133	26.4825	35.0354	2724.7219	0.2462	0.2676	0.9202	0.3574	0.6099	NC
ENSG00000142784.16	WDTC1	136.1162	79.5354	136.2356	159.2325	96.0336	96.9112	13328.1616	0.5686	0.5508	1.0321	0.302	0.5576	NC
ENSG00000186501.14	TMEM222	34.6121	17.0797	28.329	10.1763	21.5828	24.0831	2213.3876	-0.271	0.2463	-1.1003	0.2712	0.5264	NC
ENSG00000241547.1	ACTG1P20	2.4768	0.7485	1.8094	0.4556	1.3424	1.2765	126.7553	-0.4416	0.4069	-1.0853	0.2778	0.5333	NC
ENSG00000142765.18	SYTL1	169.3814	128.7672	174.1207	26.4105	102.6486	103.9574	11354.5675	-0.9162	0.3723	-2.4611	0.0139	0.0941	NC
ENSG00000142733.17	MAP3K6	8.8406	4.5705	8.6891	14.8798	11.7161	23.4789	1311.2904	1.5547	0.3975	3.9115	1e-4	0.0028	Up
ENSG00000181773.7	GPR3	4.8271	2.3363	3.7508	1.4283	2.0061	2.604	278.4936	-0.5475	0.305	-1.795	0.0726	0.2527	NC
ENSG00000158195.11	WASF2	309.5744	209.5501	336.9512	270.489	307.3119	403.0561	32289.2456	0.5287	0.3294	1.6052	0.1085	0.3182	NC
ENSG00000126705.14	AHDC1	23.1501	17.4767	29.0641	5.1467	14.9155	14.5094	1685.9015	-0.835	0.3126	-2.6715	0.0076	0.0633	NC
ENSG00000000938.13	FGR	466.6802	77.3692	360.9074	335.9796	377.8772	777.1444	39768.2979	1.1187	0.5037	2.2211	0.0263	0.139	NC
ENSG00000126709.15	IFI6	36.1669	16.3426	28.8191	130.7535	32.3965	29.4784	6317.7594	2.0631	0.7983	2.5844	0.0098	0.0749	NC
ENSG00000225886.3	AL445490.1	0.9853	0.2835	0.8482	1.7176	0.9695	0.468	107.5701	1.3384	0.7535	1.7762	0.0757	0.258	NC
ENSG00000009780.15	FAM76A	17.2563	9.8554	21.7886	6.8396	12.0592	15.2328	1354.8735	-0.243	0.2574	-0.944	0.3452	0.5988	NC
ENSG00000117758.14	STX12	33.0031	13.9609	35.1898	25.9426	34.1193	58.7015	3376.7762	0.8445	0.3095	2.7288	0.0064	0.0568	NC
ENSG00000117751.18	PPP1R8	16.497	9.4925	17.0012	11.6231	17.123	28.5508	1685.7775	0.6593	0.2551	2.5844	0.0098	0.0749	NC
ENSG00000130775.16	THEMIS2	288.9282	56.9665	213.3628	187.7977	214.5001	306.7066	21448.5406	0.7959	0.4652	1.7107	0.0871	0.2804	NC
ENSG00000117748.10	RPA2	32.4245	24.5762	27.1981	13.433	29.3537	44.4559	2842.8538	0.1683	0.316	0.5326	0.5943	0.7869	NC
ENSG00000158156.7	XKR8	47.8097	10.5699	27.0285	9.7823	19.1664	16.5348	2066.219	-0.5138	0.4372	-1.1753	0.2399	0.4926	NC
ENSG00000158161.16	EYA3	31.9364	12.1577	25.1625	13.2545	22.3434	34.0483	2265.4744	0.2839	0.2859	0.9931	0.3207	0.5764	NC
ENSG00000228589.3	SPCS2P4	11.3445	5.3644	8.331	9.493	13.7521	30.2358	1308.1374	1.2938	0.332	3.8976	1e-4	0.003	Up
ENSG00000169403.12	PTAFR	268.264	21.1058	160.4933	121.8515	154.7187	191.5672	15053.8491	0.5706	0.6368	0.8959	0.3703	0.6212	NC
ENSG00000126698.11	DNAJC8	37.6855	36.2122	50.5323	27.5863	42.2258	63.4416	4399.1839	0.2908	0.3182	0.9136	0.3609	0.613	NC
ENSG00000130770.18	ATP5IF1	36.881	25.9372	31.3447	12.8051	29.3687	46.0302	2986.7916	0.0225	0.3109	0.0723	0.9424	0.9761	NC
ENSG00000270605.1	AL353622.1	4.7276	3.8446	3.6566	1.2189	3.7811	4.3486	356.6138	-0.3033	0.3868	-0.7841	0.433	0.6728	NC
ENSG00000130766.5	SESN2	78.815	11.3185	36.7919	26.983	22.4329	34.6014	3451.4579	-0.0598	0.573	-0.1044	0.9168	0.9652	NC
ENSG00000130772.14	MED18	4.4384	2.2115	3.5435	1.9331	3.274	4.74	333.2679	0.2074	0.2682	0.7731	0.4394	0.6771	NC
ENSG00000204138.13	PHACTR4	34.7296	23.9978	45.481	20.365	30.1219	50.8724	3416.3724	0.1922	0.2794	0.6877	0.4916	0.716	NC
ENSG00000180198.16	RCC1	15.6202	8.6079	16.0776	9.8747	20.6953	27.9296	1638.6474	0.7546	0.2327	3.2423	0.0012	0.0183	NC
ENSG00000242125.3	SNHG3	42.0516	27.1734	34.3416	11.0567	34.0447	40.7456	3075.6731	-0.1473	0.3283	-0.4487	0.6537	0.8254	NC
ENSG00000200087.1	SNORA73B	0.5966	2.6085	11.8179	0.1293	0.5071	0.79990000000000006	245.3362	-3.2585	0.8549	-3.8117	1e-4	0.0038	Down
ENSG00000180098.9	TRNAU1AP	16.0541	9.9235	16.8504	8.9266	15.4599	21.3174	1479.559	0.3295	0.2277	1.4467	0.148	0.3785	NC
ENSG00000197989.14	SNHG12	10.079	7.78	8.3121	2.955	8.6063	11.7352	810.2158	-0.087	0.3612	-0.241	0.8095	0.9148	NC
ENSG00000120656.11	TAF12	19.48	7.8481	13.2315	11.6415	15.803	25.0277	1569.6812	0.6711	0.3123	2.1487	0.0317	0.1561	NC
