Gid	Name	CPM-nCoV1	CPM-nCoV2	CPM-Ctrl1	CPM-Ctrl2	CPM-Ctrl3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Tag
ENSG00000188060.7	RAB42	20.4005	17.6172	29.3781	38.8768	24.086	136.6394	0.5329	0.3164	1.684	0.0922	0.166	NC
ENSG00000162419.12	GMEB1	15.5044	22.55	24.0951	21.2289	21.2787	131.9036	1.0902	0.2893	3.7686	2e-4	7e-4	NC
ENSG00000198492.16	YTHDF2	20.4005	10.5703	130.5167	123.7067	118.6332	277.6028	-1.7118	0.2167	-7.898	0	0	NC
ENSG00000159023.21	EPB41	62.4256	23.9594	71.2186	77.9421	76.974	332.4276	0.452	0.3053	1.4804	0.1388	0.2328	NC
ENSG00000116350.17	SRSF4	65.6897	55.6703	128.8742	113.255	115.2833	499.2189	0.3279	0.1319	2.4866	0.0129	0.0328	NC
ENSG00000162511.8	LAPTM5	294.9916	274.4757	1414.1958	1264.584	1498.2895	3635.8868	-0.9885	0.1282	-7.7091	0	0	NC
ENSG00000162512.16	SDC3	64.4657	5.6375	26.0085	74.8751	45.5706	241.6984	0.71	0.8796	0.8072	0.4195	0.5771	NC
ENSG00000134644.15	PUM1	81.1941	54.9656	141.1334	157.1863	170.1177	590.4653	0.0895	0.1361	0.6576	0.5108	0.6743	NC
ENSG00000060688.13	SNRNP40	4.0801	11.275	43.229	41.1899	42.6136	109.9431	-1.0454	0.48	-2.1781	0.0294	0.065	NC
ENSG00000121766.15	ZCCHC17	37.945	24.6641	32.0704	31.1323	33.9112	222.6379	1.2917	0.2179	5.9276	0	0	NC
ENSG00000121769.8	FABP3	7.3442	4.9328	115.8361	47.1011	6.0262	123.3308	-1.7439	1.0127	-1.7221	0.0851	0.1551	NC
ENSG00000168528.12	SERINC2	8.1602	1.4094	54.4215	47.9578	34.4353	96.6567	-1.9605	0.5678	-3.4527	6e-4	0.0021	NC
ENSG00000162517.13	PEF1	12.2403	10.9227	71.2017	66.3596	76.1319	174.9306	-1.3036	0.2287	-5.6993	0	0	NC
ENSG00000184007.21	PTP4A2	261.1268	199.0742	265.0972	294.2575	296.424	1608.0701	0.9761	0.0868	11.2407	0	0	NC
ENSG00000121774.18	KHDRBS1	75.89	34.882	180.2478	177.3015	189.8805	552.6326	-0.4902	0.2315	-2.1175	0.0342	0.0727	NC
ENSG00000025800.14	KPNA6	24.8886	20.7883	100.5967	97.3548	95.0338	271.3464	-0.795	0.1562	-5.0897	0	0	NC
ENSG00000084652.16	TXLNA	52.2254	28.8922	140.6762	131.0571	126.3063	418.2046	-0.4164	0.1687	-2.4681	0.0136	0.0343	NC
ENSG00000160055.19	TMEM234	8.1602	1.4094	17.4237	14.4953	14.3543	47.6638	-0.4601	0.5063	-0.9089	0.3634	0.5143	NC
ENSG00000084623.11	EIF3I	45.2892	39.4625	140.4222	132.3422	148.9512	434.1677	-0.4346	0.1523	-2.8532	0.0043	0.0126	NC
ENSG00000116478.12	HDAC1	41.6171	19.0266	121.4746	101.7753	117.9221	308.4409	-0.8002	0.3695	-2.1659	0.0303	0.0665	NC
ENSG00000175130.7	MARCKSL1	9.3842	0	4.3517	2.81	5.6144	29.1762	1.3382	1.3166	1.0164	0.3094	0.4525	NC
ENSG00000160058.18	BSDC1	6.5282	5.6375	115.4297	115.5681	116.7805	208.9414	-2.9571	0.2655	-11.1377	0	0	Down
ENSG00000176261.15	ZBTB8OS	23.2566	28.8922	53.3886	54.263	57.4732	227.2691	0.2664	0.2077	1.2828	0.1996	0.3153	NC
ENSG00000162521.19	RBBP4	28.9687	35.2344	149.7691	151.4122	147.8471	391.3714	-0.9424	0.234	-4.028	1e-4	3e-4	NC
ENSG00000162522.11	KIAA1522	18.7685	21.8453	45.8197	36.2896	25.9949	164.8955	0.5181	0.317	1.6341	0.1022	0.1803	NC
ENSG00000134684.10	YARS	53.0414	15.8555	125.8433	129.121	102.239	357.1087	-0.5355	0.43	-1.2453	0.213	0.3335	NC
ENSG00000116497.18	S100PBP	20.4005	15.5031	34.6441	32.3659	29.5133	146.1374	0.4628	0.1929	2.3991	0.0164	0.0403	NC
ENSG00000116514.16	RNF19B	37.945	23.607	77.7038	74.9094	79.6315	264.3176	-0.0861	0.1761	-0.4891	0.6248	0.7696	NC
ENSG00000004455.17	AK2	70.1778	54.9656	133.9201	142.554	142.6818	526.1693	0.1138	0.1341	0.8483	0.3963	0.5517	NC
ENSG00000160094.15	ZNF362	15.5044	9.8656	24.7724	24.2787	27.3985	106.3883	0.283	0.2194	1.2899	0.1971	0.3122	NC
ENSG00000134686.18	PHC2	35.0889	15.8555	90.8435	77.4966	93.0875	258.7977	-0.5413	0.2541	-2.1302	0.0332	0.0708	NC
ENSG00000163866.9	SMIM12	11.4243	7.0469	47.496	53.6462	43.8488	119.8242	-1.1154	0.2638	-4.2289	0	1e-4	NC
ENSG00000188910.8	GJB3	0	19.3789	0.0339	0.0343	0	58.4728	10.2655	2.0949	4.9002	0	0	NC
ENSG00000163867.17	ZMYM6	5.3041	7.0469	36.8962	39.802	31.5345	89.2447	-1.219	0.3098	-3.9352	1e-4	4e-4	NC
ENSG00000197056.11	ZMYM1	2.0401	9.8656	16.7633	19.1043	16.6	63.0086	-0.0657	0.6877	-0.0955	0.9239	0.9583	NC
ENSG00000116560.11	SFPQ	87.7223	62.3648	267.0783	290.9678	263.5046	818.3932	-0.5696	0.1041	-5.4721	0	0	NC
ENSG00000146463.12	ZMYM4	93.4344	38.7578	87.965	84.4701	88.3339	452.8037	0.8195	0.2758	2.9715	0.003	0.0091	NC
ENSG00000142687.18	KIAA0319L	17.9525	23.2547	105.4733	100.6616	113.6177	261.189	-1.1663	0.3789	-3.0779	0.0021	0.0066	NC
ENSG00000020129.16	NCDN	14.6884	0.7047	23.9935	16.2772	22.6075	69.0083	-0.2685	1.0454	-0.2569	0.7973	0.8831	NC
ENSG00000126067.12	PSMB2	113.8349	41.5766	125.0813	132.0509	117.4542	574.1528	0.5484	0.3544	1.5473	0.1218	0.2087	NC
ENSG00000134698.11	AGO4	21.6246	20.0836	102.1545	117.2815	108.2091	265.2813	-1.1892	0.3296	-3.6078	3e-4	0.0012	NC
ENSG00000092847.12	AGO1	19.1765	44.043	72.2854	71.02	78.6958	303.9358	0.2723	0.5039	0.5405	0.5889	0.7448	NC
ENSG00000126070.20	AGO3	36.3129	58.8414	46.8187	65.0574	51.0727	327.0382	1.1106	0.3601	3.0844	0.002	0.0065	NC
ENSG00000092850.12	TEKT2	3.2641	5.6375	1.9811	1.148	0.5053	22.8074	3.1079	0.8103	3.8355	1e-4	5e-4	NC
ENSG00000116863.11	ADPRHL2	6.5282	9.1609	63.2264	50.8534	60.5799	126.312	-1.6564	0.4369	-3.7914	1e-4	6e-4	NC
ENSG00000171812.13	COL8A2	13.8724	0	106.7433	213.8995	95.4268	247.2973	-3.1857	1.3273	-2.4001	0.0164	0.0402	NC
ENSG00000054116.12	TRAPPC3	26.9287	16.9125	97.9383	93.157	98.9078	256.0893	-0.8702	0.1696	-5.1315	0	0	NC
ENSG00000116871.15	MAP7D1	44.0651	23.607	254.6497	213.2998	227.8155	537.5804	-1.4813	0.2175	-6.8107	0	0	NC
ENSG00000054118.15	THRAP3	72.6259	51.4422	183.6851	178.6037	179.5499	605.9539	-0.2451	0.1141	-2.1479	0.0317	0.0689	NC
ENSG00000286379.1	AL591845.1	12.2403	0	0.2709	0.4455	0.262	29.4503	5.4166	1.4223	3.8082	1e-4	6e-4	NC
ENSG00000196182.10	STK40	24.0726	45.1	215.3322	196.1145	198.8075	507.053	-1.1692	0.3869	-3.0222	0.0025	0.0078	NC
ENSG00000181817.6	LSM10	20.4005	13.3891	51.7122	48.1634	54.9841	158.4811	-0.3827	0.2635	-1.4527	0.1463	0.2433	NC
ENSG00000116898.12	MRPS15	15.5044	20.4359	74.9099	65.7085	70.5549	202.6597	-0.6494	0.2437	-2.6644	0.0077	0.021	NC
ENSG00000119535.17	CSF3R	88.9463	12.6844	104.6605	96.8579	111.559	393.5736	0.0887	0.8044	0.1103	0.9122	0.952	NC
ENSG00000163875.15	MEAF6	33.4569	18.3219	50.3238	61.9733	59.943600000000004	211.8852	0.0875	0.2247	0.3894	0.6969	0.8203	NC
ENSG00000163877.11	SNIP1	17.1364	17.6172	21.9955	19.8068	24.5351	129.804	0.9889	0.2298	4.3036	0	1e-4	NC
ENSG00000163879.11	DNALI1	18.7685	16.2078	8.8388	5.9626	5.1279	97.387200000000007	2.6743	0.309	8.656	0	0	Up
ENSG00000134697.13	GNL2	46.9212	35.2344	86.2887	84.0246	73.4931	328.3912	0.2908	0.1496	1.9443	0.0519	0.1025	NC
ENSG00000116922.14	C1orf109	4.0801	4.2281	17.6607	16.0887	18.8645	50.51	-0.7586	0.3512	-2.1598	0.0308	0.0672	NC
ENSG00000197982.14	C1orf122	35.0889	4.5805	24.2137	16.4485	22.5514	122.9773	1.0446	0.7718	1.3534	0.1759	0.2835	NC
ENSG00000188786.10	MTF1	72.6259	25.3687	69.9148	51.1275	59.2698	337.2516	0.9588	0.4371	2.1935	0.0283	0.0629	NC
ENSG00000204084.13	INPP5B	3.6721	7.0469	49.6973	58.9577	50.6797	111.2894	-1.9653	0.3199	-6.1443	0	0	NC
ENSG00000183431.12	SF3A3	39.985	43.6906	118.5792	120.2628	122.1329	411.0282	-0.1964	0.1517	-1.2947	0.1954	0.31	NC
ENSG00000183520.12	UTP11	25.7047	5.6375	31.6809	31.355	29.5881	123.8193	0.2379	0.4975	0.4783	0.6325	0.7751	NC
ENSG00000116954.8	RRAGC	34.6809	32.4156	47.1404	49.9796	40.2181	247.9917	0.8754	0.2659	3.2917	0.001	0.0035	NC
ENSG00000214114.9	MYCBP	15.0964	2.1141	33.679	28.7849	33.7802	87.0587	-0.8049	0.6339	-1.2698	0.2041	0.3216	NC
ENSG00000174574.16	AKIRIN1	15.5044	4.2281	88.3544	94.5448	89.3071	188.4842	-1.9797	0.35	-5.6556	0	0	NC
ENSG00000168653.11	NDUFS5	62.0176	35.9391	74.8761	82.1741	94.2665	380.036	0.5071	0.1864	2.7209	0.0065	0.0181	NC
ENSG00000127603.27	MACF1	412.0907	144.8133	276.7299	368.9098	304.9018	1853.587	1.0453	0.377	2.7728	0.0056	0.0157	NC
ENSG00000090621.14	PABPC4	93.4344	123.6726	167.125	151.515	197.1044	819.3208	0.6252	0.2992	2.0898	0.0366	0.077	NC
ENSG00000084072.16	PPIE	6.9362	9.1609	80.5485	75.4405	44.8033	148.2296	-1.7023	0.3972	-4.2854	0	1e-4	NC
ENSG00000043514.17	TRIT1	10.2003	3.5234	18.8799	19.327	17.1053	59.9683	-0.1916	0.3099	-0.6184	0.5363	0.7013	NC
ENSG00000131236.17	CAP1	119.9551	85.6195	605.5953	553.1677	611.1136	1452.0508	-1.2249	0.106	-11.5578	0	0	NC
ENSG00000131238.17	PPT1	114.243	119.4445	927.8739	891.7163	863.6326	1991.3414	-1.6417	0.2	-8.2086	0	0	NC
ENSG00000117000.9	RLF	57.9375	14.798400000000001	31.9519	35.7242	30.3367	214.0908	1.2805	0.4732	2.706	0.0068	0.0188	NC
ENSG00000084073.9	ZMPSTE24	3.2641	13.3891	186.733	174.4059	168.5644	322.5891	-2.9765	0.7096	-4.1948	0	1e-4	NC
ENSG00000084070.12	SMAP2	114.243	35.2344	159.336	160.5103	167.6099	605.7858	0.0636	0.3942	0.1615	0.8717	0.9281	NC
ENSG00000187815.10	ZFP69	3.2641	5.6375	9.2621	11.514	11.9401	39.8782	0.0391	0.3861	0.1013	0.9193	0.9558	NC
ENSG00000066136.20	NFYC	24.8886	16.2078	60.2463	57.1073	60.1494	197.8187	-0.2409	0.1652	-1.4579	0.1449	0.2413	NC
ENSG00000171793.16	CTPS1	6.5282	3.5234	24.4168	23.3364	22.2706	61.8535	-0.9383	0.3195	-2.9367	0.0033	0.01	NC
ENSG00000010803.16	SCMH1	15.5044	17.9695	24.891	23.3021	27.8851	132.9741	0.7728	0.294	2.6287	0.0086	0.023	NC
ENSG00000127124.16	HIVEP3	41.6171	6.3422	36.4221	25.1012	32.7696	149.2981	0.6365	0.687	0.9265	0.3542	0.5045	NC
ENSG00000198815.9	FOXJ3	55.0814	31.7109	80.5654	81.5573	79.1824	337.3021	0.378	0.1258	3.0046	0.0027	0.0082	NC
ENSG00000127125.9	PPCS	56.3055	54.2609	92.232	84.3159	92.1705	428.4042	0.6177	0.1402	4.4067	0	1e-4	NC
ENSG00000186409.17	CCDC30	24.4806	11.9797	3.6066	4.2492	3.7804	87.2298	3.4064	0.3442	9.8955	0	0	Up
ENSG00000065978.19	YBX1	553.6703	586.2999	617.973	600.3202	665.4989	3924.1363	1.1709	0.1701	6.8833	0	0	NC
ENSG00000117385.15	P3H1	2.4481	7.7516	51.8985	52.087	60.7296	113.7731	-2.0462	0.5517	-3.709	2e-4	9e-4	NC
ENSG00000177868.12	SVBP	8.5682	3.5234	10.9215	11.1884	16.207	48.6606	0.1509	0.4182	0.3608	0.7183	0.833	NC
ENSG00000164010.15	ERMAP	13.8724	2.8187	31.0714	30.6525	47.5918	96.4054	-0.9333	0.5577	-1.6736	0.0942	0.1685	NC
ENSG00000164011.18	ZNF691	2.4481	17.2648	20.2514	19.0358	23.1877	90.3829	0.4062	1.0201	0.3982	0.6905	0.8156	NC
ENSG00000117394.23	SLC2A1	9.7923	11.9797	2.5399	3.581	3.0879	63.0254	3.1616	0.3357	9.4185	0	0	Up
ENSG00000186973.11	FAM183A	29.3768	20.4359	1.4562	1.0794	0.3182	129.6647	6.0133	0.5067	11.8684	0	0	Up
ENSG00000117395.12	EBNA1BP2	21.2165	7.7516	45.5996	42.7833	46.7683	139.4866	-0.4057	0.2776	-1.4614	0.1439	0.2399	NC
ENSG00000159479.17	MED8	19.1765	16.9125	58.8747	59.3861	60.4114	187.9647	-0.4194	0.1656	-2.5322	0.0113	0.0294	NC
ENSG00000198198.17	SZT2	21.2165	6.3422	103.6785	123.7752	114.6657	253.9185	-1.6834	0.5199	-3.2383	0.0012	0.0041	NC
ENSG00000142949.17	PTPRF	4.8961	7.0469	4.1146	3.3411	0.8983	36.6606	2.4654	0.7013	3.5157	4e-4	0.0017	NC
ENSG00000066135.13	KDM4A	6.5282	10.5703	22.6389	23.4563	24.7971	83.1307	-0.1257	0.287	-0.4378	0.6615	0.7954	NC
ENSG00000117408.11	IPO13	5.7121	9.8656	76.4	75.9888	65.9136	162.832	-1.7315	0.4499	-3.849	1e-4	5e-4	NC
ENSG00000117410.14	ATP6V0B	40.8011	21.493	306.7514	294.4802	292.8307	623.2783	-1.9825	0.1519	-13.0475	0	0	NC
ENSG00000117411.16	B4GALT2	13.8724	2.1141	9.8548	8.5155	7.5608	57.256	1.2447	0.7214	1.7253	0.0845	0.1543	NC
ENSG00000117419.16	ERI3	1.632	7.3992000000000004	36.9301	33.6852	38.0098	85.466	-1.4668	0.6659	-2.2026	0.0276	0.0617	NC
ENSG00000187147.18	RNF220	19.9925	21.493	76.4339	62.5558	75.14	213.525	-0.497	0.2308	-2.1532	0.0313	0.0682	NC
ENSG00000126106.14	TMEM53	8.9762	2.1141	43.6015	33.4968	36.3816	87.3628	-1.5182	0.4089	-3.7127	2e-4	8e-4	NC
ENSG00000142937.12	RPS8	790.3164	691.6507	321.1272	331.3181	413.6349	4327.2875	2.3501	0.1404	16.7443	0	0	Up
ENSG00000173846.13	PLK3	19.5845	5.6375	41.8744	50.6135	33.2375	121.6787	-0.5917	0.523	-1.1314	0.2579	0.3902	NC
ENSG00000222009.8	BTBD19	1.632	6.6945	16.3738	21.6058	10.9107	52.8155	-0.3922	0.7335	-0.5347	0.5928	0.7474	NC
ENSG00000070785.17	EIF2B3	6.5282	8.4562	50.6285	49.0029	48.2094	108.9075	-1.5432	0.5063	-3.0481	0.0023	0.0072	NC
ENSG00000126107.15	HECTD3	17.1364	33.4727	174.0166	145.2783	141.9893	365.8806	-1.339	0.6777	-1.9757	0.0482	0.0965	NC
ENSG00000126088.14	UROD	33.0489	41.9289	95.6863	78.0277	82.7195	331.1618	0.1481	0.2708	0.547	0.5844	0.7413	NC
ENSG00000117450.14	PRDX1	48.9613	94.4281	335.1644	410.014	345.9247	963.2738	-0.9389	0.4121	-2.2785	0.0227	0.0523	NC
ENSG00000117448.13	AKR1A1	74.6659	53.5562	288.7351	281.8354	273.7416	772.9026	-0.8395	0.1051	-7.9857	0	0	NC
ENSG00000132780.17	NASP	44.0651	28.5398	91.7579	68.0558	70.7982	288.4407	0.119	0.264	0.4505	0.6523	0.7888	NC
ENSG00000159588.15	CCDC17	13.0563	4.2281	12.6487	10.1604	5.5022	53.8547	1.0445	0.5347	1.9533	0.0508	0.1008	NC
ENSG00000159592.11	GPBP1L1	118.3231	97.2469	215.1967	217.1549	213.143	884.3972	0.2986	0.0804	3.712	2e-4	8e-4	NC
ENSG00000159596.7	TMEM69	39.985	13.3891	28.0743	28.2709	31.9088	175.881	1.0906	0.3712	2.9376	0.0033	0.01	NC
ENSG00000086015.21	MAST2	3.2641	21.8453	75.147	65.3144	53.9548	163.9378	-1.0832	0.8281	-1.3081	0.1908	0.3037	NC
ENSG00000117461.15	PIK3R3	4.0801	19.0266	5.3338	4.9174	4.5477	78.6465	2.7654	0.7391	3.7414	2e-4	8e-4	NC
ENSG00000117472.10	TSPAN1	45.2892	32.768	10.1596	7.1791	1.4036	199.6913	3.876	0.6337	6.1166	0	0	NC
ENSG00000132128.16	LRRC41	7.3442	11.6273	79.9389	69.2552	80.5673	169.3043	-1.6791	0.2966	-5.6616	0	0	NC
ENSG00000173660.12	UQCRH	69.3618	121.2062	101.1216	81.4717	100.5921	656.3786	1.3706	0.4285	3.1984	0.0014	0.0046	NC
ENSG00000117481.10	NSUN4	13.8724	14.0937	36.0496	38.0715	35.24	129.8636	-0.0733	0.1899	-0.3858	0.6997	0.8211	NC
ENSG00000079277.21	MKNK1	47.7372	12.332	188.5786	236.9789	201.4089	475.6894	-1.5427	0.4631	-3.3317	9e-4	0.003	NC
ENSG00000142961.14	MOB3C	6.5282	13.3891	101.5788	94.0993	101.2284	212.5147	-1.8843	0.4172	-4.5164	0	0	NC
ENSG00000123472.12	ATPAF1	35.0889	21.8453	48.766	51.573	57.6978	226.27	0.3927	0.1734	2.2642	0.0236	0.054	NC
ENSG00000159658.12	EFCAB14	133.0114	151.5078	292.5957	311.7512	321.1088	1226.2377	0.2113	0.1903	1.1101	0.267	0.4014	NC
ENSG00000142973.14	CYP4B1	0.408	9.8656	5.4184	7.8131	1.572	38.886	1.5963	1.2664	1.2605	0.2075	0.3261	NC
ENSG00000123473.15	STIL	10.6083	17.6172	8.3816	5.3458	5.6144	77.4562	2.3756	0.4633	5.128	0	0	NC
ENSG00000162368.13	CMPK1	52.2254	53.5562	247.6227	260.5037	244.8459	656.7661	-0.9518	0.1459	-6.5233	0	0	NC
ENSG00000132122.12	SPATA6	15.0964	15.5031	20.8102	20.1837	19.3698	111.1328	0.9178	0.2029	4.523	0	0	NC
ENSG00000162373.13	BEND5	16.3204	4.9328	0.0339	0.1028	0.131	47.902	8.0495	0.706	11.401	0	0	Up
ENSG00000185104.20	FAF1	23.6646	33.825	57.4524	51.6758	52.9068	241.7459	0.4739	0.4786	0.9901	0.3221	0.4673	NC
ENSG00000123080.12	CDKN2C	6.5282	5.6375	14.3589	8.0015	8.4591	46.0108	0.5155	0.4495	1.1468	0.2515	0.3823	NC
ENSG00000123091.5	RNF11	35.0889	23.9594	105.8289	102.5292	119.2508	313.1013	-0.6256	0.1917	-3.2642	0.0011	0.0038	NC
ENSG00000085831.15	TTC39A	12.2403	2.8187	0.4233	0.2399	0.3743	35.5068	5.6131	0.7491	7.4928	0	0	Up
ENSG00000085832.17	EPS15	94.6584	73.6398	151.7332	170.6193	168.5082	670.1748	0.3114	0.136	2.2897	0.022	0.051	NC
ENSG00000117859.19	OSBPL9	32.2328	39.4625	91.1483	101.3641	85.9759	332.3027	-0.0472	0.2225	-0.2122	0.8319	0.905	NC
ENSG00000078618.21	NRDC	78.338	48.9758	238.4452	230.2966	223.3426	712.1172	-0.4831	0.2223	-2.1729	0.0298	0.0658	NC
ENSG00000134717.18	BTF3L4	37.537	42.9859	74.3512	85.0012	74.7095	325.8189	0.3477	0.1999	1.7392	0.082	0.1507	NC
ENSG00000157077.14	ZFYVE9	24.4806	2.1141	3.8945	4.1978	3.0879	62.3627	2.89	0.8203	3.5229	4e-4	0.0016	NC
ENSG00000154222.14	CC2D1B	17.1364	8.4562	90.8097	91.9405	73.0626	196.2694	-1.4723	0.2472	-5.9555	0	0	NC
ENSG00000134748.13	PRPF38A	32.6408	21.1406	57.7402	61.2708	60.6734	245.8611	0.2137	0.2416	0.8848	0.3763	0.529	NC
ENSG00000134744.14	TUT4	33.8649	45.8047	92.4521	80.615	79.145	335.4465	0.2326	0.2821	0.8243	0.4098	0.5661	NC
ENSG00000162377.6	COA7	28.5607	26.0734	39.6731	39.8363	30.0747	184.0309	0.8056	0.2734	2.9464	0.0032	0.0097	NC
ENSG00000162378.13	ZYG11B	33.0489	52.8516	137.2728	134.7238	147.7535	444.3296	-0.3681	0.4194	-0.8778	0.38	0.533	NC
ENSG00000228929.1	RPS13P2	7.3442	7.0469	1.016	1.4735	1.8341	43.2505	3.6909	0.4111	8.9783	0	0	Up
ENSG00000121310.17	ECHDC2	0.816	9.1609	99.2082	82.1913	71.3783	161.8928	-2.5559	0.9497	-2.6913	0.0071	0.0196	NC
ENSG00000116171.18	SCP2	64.4657	86.3242	347.7453	356.4021	346.2802	924.3081	-0.9384	0.2959	-3.1712	0.0015	0.005	NC
ENSG00000162384.14	CZIB	32.2328	12.6844	56.809	47.4095	54.1794	186.9778	-0.0577	0.5793	-0.0995	0.9207	0.9567	NC
ENSG00000157193.18	LRP8	12.2403	0	9.8887	16.1573	9.1703	43.3529	0.0638	1.3395	0.0477	0.962	0.98	NC
ENSG00000058804.12	NDC1	13.8724	10.5703	49.511	46.6385	45.7577	141.3874	-0.6382	0.2409	-2.6496	0.0081	0.0218	NC
ENSG00000058799.15	YIPF1	10.6083	11.9797	49.4602	48.8659	51.4657	139.4209	-0.8251	0.2128	-3.8775	1e-4	5e-4	NC
ENSG00000081870.11	HSPB11	23.6646	19.7312	29.158	26.7289	30.1683	162.5511	0.9132	0.1832	4.9851	0	0	NC
ENSG00000203985.11	LDLRAD1	6.5282	4.9328	3.9961	2.0732	0.4117	31.7449	2.6712	1.0483	2.5482	0.0108	0.0282	NC
ENSG00000116209.12	TMEM59	77.522	55.6703	325.8683	337.9318	335.7438	872.1964	-1.0221	0.1019	-10.0279	0	0	NC
ENSG00000116205.14	TCEANC2	9.7923	9.1609	22.4696	27.774	25.1901	83.7031	-0.1341	0.2823	-0.4751	0.6347	0.7763	NC
ENSG00000116221.15	MRPL37	12.2403	8.1039	55.3189	44.9593	48.1158	135.04	-0.9523	0.2871	-3.3168	9e-4	0.0032	NC
ENSG00000157216.15	SSBP3	9.7923	3.5234	14.1387	12.9018	10.798400000000001	44.4623	0.0444	0.7719	0.0575	0.9541	0.9754	NC
ENSG00000006555.11	TTC22	9.7923	2.8187	0.8636	1.148	0.8609	32.5722	3.959	0.4703	8.4173	0	0	Up
ENSG00000116133.13	DHCR24	11.8323	11.6273	164.3819	248.3729	105.589	326.5718	-2.6059	0.4326	-6.0232	0	0	NC
ENSG00000162402.14	USP24	120.3631	60.9555	166.0413	178.6551	164.7652	716.9182	0.3571	0.1977	1.8065	0.0708	0.1332	NC
ENSG00000260971.4	AC119674.1	0	8.4562	0.0847	0.2056	0.1684	25.8817	6.3235	1.4778	4.2791	0	1e-4	NC
ENSG00000162407.9	PLPP3	19.5845	25.0164	45.735	75.3377	50.8856	223.5767	0.1263	0.4044	0.3124	0.7547	0.8565	NC
ENSG00000162409.11	PRKAA2	13.0563	8.4562	0.1693	0.2741	0.0374	52.2116	7.2983	0.5703	12.7964	0	0	Up
ENSG00000187889.13	FYB2	8.1602	8.4562	1.5917	0.9938	0.2246	43.7468	4.4477	0.7222	6.1583	0	0	NC
ENSG00000021852.13	C8B	1.632	42.2812	236.5996	183.9323	274.1159	490.8153	-1.9076	1.3016	-1.4657	0.1427	0.2384	NC
ENSG00000162600.12	OMA1	19.1765	18.6742	24.5523	21.6744	27.3798	129.2552	0.8949	0.2411	3.7118	2e-4	8e-4	NC
ENSG00000184292.7	TACSTD2	48.1452	34.882	1.6255	1.7819	0.7112	213.6022	6.2096	0.3448	18.0095	0	0	Up
ENSG00000162601.11	MYSM1	59.5695	26.7781	64.344	83.2878	67.3172	324.0349	0.5174	0.2708	1.911	0.056	0.1095	NC
ENSG00000177606.7	JUN	68.9538	94.7805	286.2629	286.1017	300.3354	899.0083	-0.4522	0.3234	-1.3982	0.1621	0.265	NC
ENSG00000134709.11	HOOK1	39.169	26.7781	1.1176	1.0109	0.8422	175.8484	6.3871	0.3243	19.6975	0	0	Up
ENSG00000134716.11	CYP2J2	8.9762	7.0469	0.5926	0.3427	0.0749	39.2346	5.8048	0.6958	8.3429	0	0	Up
ENSG00000162599.17	NFIA	40.393	55.6703	14.3419	14.4096	15.4397	261.3636	2.9691	0.3861	7.6907	0	0	Up
ENSG00000162604.12	TM2D1	24.4806	6.3422	37.5904	42.9547	46.3379	139.2817	-0.2523	0.4348	-0.5802	0.5618	0.7233	NC
ENSG00000132849.20	PATJ	15.5044	11.9797	1.8795	2.5872	2.7324	74.8442	3.8168	0.2952	12.9289	0	0	Up
ENSG00000162607.13	USP1	18.7685	13.3891	58.3498	55.5652	52.9629	173.7375	-0.49	0.1881	-2.605	0.0092	0.0244	NC
ENSG00000116641.18	DOCK7	33.8649	47.2141	103.1027	97.252	99.0201	378.6883	0.0816	0.2722	0.2998	0.7644	0.8631	NC
ENSG00000125703.15	ATG4C	11.4243	10.5703	38.8096	33.9936	36.4565	116.6925	-0.3956	0.3313	-1.194	0.2325	0.3587	NC
ENSG00000088035.18	ALG6	8.1602	2.1141	19.9805	18.4875	17.6855	50.4077	-0.7313	0.5108	-1.4317	0.1522	0.2512	NC
ENSG00000142856.16	ITGB3BP	1.224	6.3422	8.3309	8.8582	12.5764	36.6655	0.0182	0.7413	0.0245	0.9804	0.9898	NC
ENSG00000203965.13	EFCAB7	7.3442	3.5234	4.8597	4.5405	4.0237	31.749	1.5269	0.3554	4.2964	0	1e-4	NC
ENSG00000079739.17	PGM1	11.4243	15.1508	112.8729	94.5448	117.9221	232.9669	-1.7572	0.3108	-5.6545	0	0	NC
ENSG00000162434.13	JAK1	201.1492	102.1797	255.4286	269.4305	299.8114	1173.8197	0.384	0.2134	1.8	0.0719	0.1348	NC
ENSG00000162433.15	AK4	6.5282	4.2281	0.6096	0.2399	0.4304	31.5412	5.0244	0.5373	9.3512	0	0	Up
ENSG00000213625.9	LEPROT	35.0889	23.2547	298.2512	274.7762	323.3733	619.692	-2.0579	0.191	-10.7765	0	0	Down
ENSG00000116678.19	LEPR	1.632	6.3422	14.4774	14.3239	18.3218	50.2151	-0.4097	0.8562	-0.4785	0.6323	0.775	NC
ENSG00000184588.18	PDE4B	17.9525	47.5664	26.5842	33.4111	46.7496	246.6125	1.3557	0.6048	2.2416	0.025	0.0567	NC
ENSG00000152763.17	WDR78	24.4806	34.5297	1.9642	2.0218	0.7299	152.5954	5.5296	0.4736	11.6767	0	0	Up
ENSG00000198160.14	MIER1	37.945	28.1875	64.6826	87.3314	77.3671	286.1004	0.0751	0.1942	0.3869	0.6988	0.8208	NC
ENSG00000142864.14	SERBP1	142.8037	130.3672	235.0587	238.6751	235.0581	1088.5188	0.539	0.1644	3.2786	0.001	0.0036	NC
